block,sae_seed,region_source,threshold,step_index,method,metric,target,n,pearson,spearman,partial_pearson_order,partial_spearman_order,partial_n
11,42,attn,0.3,1,pre,O_c,metric_leak_b_to_a_mean,200,0.5337591415386971,0.5612270467925827,0.5332788893631342,0.563538481436662,180
11,42,attn,0.3,1,raw,r,missing_asym_b_minus_a,200,-0.11168431493897464,-0.037996879707132426,-0.11169552306869471,-0.03805009760100339,200
11,42,attn,0.3,1,raw,r,merged_rate,200,0.06830394560075743,0.08516555130336693,0.06846571097803157,0.08525662207732504,200
11,42,attn,0.3,1,raw,r,leak_a_to_b_rate,200,0.17605272837834812,0.14550234876153584,0.17715277599983362,0.1471005579946193,199
11,42,attn,0.3,1,raw,r,leak_b_to_a_rate,200,0.0968915784321362,0.039656147148470954,0.09706087631680119,0.04045625427957905,199
11,42,attn,0.3,1,raw,r,rho_a_mean,200,-0.4622212436600857,-0.4795779525176813,-0.4657348324969776,-0.48382999117230785,180
11,42,attn,0.3,1,raw,r,rho_b_mean,200,-0.17087717385688575,-0.08598409940029132,-0.16734840790758893,-0.08026110279913991,183
11,42,attn,0.3,1,raw,r,metric_leak_a_to_b_mean,200,0.2009468677887676,0.1612597177755085,0.19906490029144736,0.15882045529478048,183
11,42,attn,0.3,1,raw,r,metric_leak_b_to_a_mean,200,0.4487720378923498,0.433438708548483,0.44876653372639264,0.43427615021174765,180
11,42,attn,0.3,1,raw,O,missing_asym_b_minus_a,200,-0.07426047952968423,-0.1210331059756897,-0.07426793197354886,-0.1212026232370631,200
11,42,attn,0.3,1,raw,O,merged_rate,200,0.150002670813378,0.14331419066933518,0.1503579246486116,0.1434674420023412,200
11,42,attn,0.3,1,raw,O,leak_a_to_b_rate,200,0.1678125111270507,0.13923638920137799,0.16871809784557318,0.14056226332527555,199
11,42,attn,0.3,1,raw,O,leak_b_to_a_rate,200,0.13232752133223113,0.12774820379989302,0.13245914305096834,0.1287545381014103,199
11,42,attn,0.3,1,raw,O,rho_a_mean,200,-0.15501713664200317,-0.24987974950003042,-0.15373318134897773,-0.24905980434162703,180
11,42,attn,0.3,1,raw,O,rho_b_mean,200,0.26044058864984354,0.2858019858919418,0.270517801348225,0.29791723100452266,183
11,42,attn,0.3,1,raw,O,metric_leak_a_to_b_mean,200,-0.3670732039212685,-0.37500440632445575,-0.3702523338031633,-0.379407756102824,183
11,42,attn,0.3,1,raw,O,metric_leak_b_to_a_mean,200,0.24944561967287335,0.35769437569404433,0.2494037498004293,0.3591879709571376,180
11,42,attn,0.3,1,raw,O_c,missing_asym_b_minus_a,200,-0.17787305934150804,-0.11573266967004782,-0.17789090987247913,-0.11589476321508037,200
11,42,attn,0.3,1,raw,O_c,merged_rate,200,0.17498879993435915,0.16898338237916993,0.17540322883727477,0.1691640827584173,200
11,42,attn,0.3,1,raw,O_c,leak_a_to_b_rate,200,0.14659825734148133,0.12857522143179367,0.14761716823481344,0.12999172119126406,199
